Filenames,Depths,White percents
C:\Users\esthe\OneDrive\Desktop\Comp BME\Module 2\MASK_SK658 Llobe ch010030.jpg,200,0.9011983871459961
C:\Users\esthe\OneDrive\Desktop\Comp BME\Module 2\MASK_SK658 Slobe ch010048.jpg,540,1.179957389831543
C:\Users\esthe\OneDrive\Desktop\Comp BME\Module 2\MASK_SK658 Slobe ch010063.jpg,7400,2.882719039916992
C:\Users\esthe\OneDrive\Desktop\Comp BME\Module 2\MASK_SK658 Slobe ch010147.jpg,3000,1.9200801849365234
C:\Users\esthe\OneDrive\Desktop\Comp BME\Module 2\/MASK_SK658 Slobe ch010156.jpg,330,0.9076118469238281
C:\Users\esthe\OneDrive\Desktop\Comp BME\Module 2\MASK_SK658 Slobe ch010158.jpg,920,1.4254570007324219
